"Parameter","Mean","SE","SD","X2.50.","X25.","X50.","X75.","X97.50.","Neff","Rhat","lakeNum","parm","Lake","County","WBIC","N","Latitude","Longitude","Lake.area..ha.","Maximum.depth..m.","hansenAvgWLY","hansenWLYSD","treatyAvgWLY","treatyWLYSD","bassMCPE","bassSDCPE","panMCPE","panSDCPE","yoyMWLYCPE","yoySDWLYCPE","avgdurStrat","gdd10","gdd5","peak_temp","coef_var.0.30","coef_var.30.60","avgIceCover","iceCoverSD","Panfish","Catfish","Largemouth.Bass","Musky","Northern.Pike","Rainbow.Smelt","Smallmouth.Bass","Sturgeon","Trout","Walleye","Cisco","Landlock","publicaccess","accessscore","mroad_dist","Road_dist","Area","Length","MaxDepth","MeanDepth","ripDeveloped","ripForest","ripShrubScrub","ripGrassland","ripPasture","ripCultivated","ripWetlands","Secchi_satellite","Secchi","Calcium","Conductance","Alkalinity","pH","totalP","Color","Dissolved.OC","MEI","HUC10","wshedDeveloped","wshedBarren","wshedForest","wshedShrubScrub","wshedGrassland","wshedPasture","wshedCultivated","wshedWetlands","catch","harvest","release","cpue","avgL","meanNSto","sdNSto","stoLen","stoLenSD","meanLBsto","sdLBsto","sumNSto","sumLBSto"
"q[3]",0.338402263,0.001666047,0.086087266,0.193724002,0.278008538,0.329912033,0.390836502,0.529478116,2669.951047,0.998907027,3,"q","Balsam","Polk",2620600,8,45.45,-92.45,831.23,11.28,1.12714285714286,0.393942224432056,0.92,0.555607775323564,109.519266666667,51.6810532835132,18.8923416666667,15.8666498246167,0.09654,0.167212184962699,115.882352941176,1724.83230912728,2692.12257763866,28.067980999034,0.340064660733146,0.144364909960316,134.342857142857,12.9500008111352,1,0,1,0,1,0,0,0,0,1,0,0,1,3,19.076861,0,7695111.36,40283.05484,11.1,4.8,0.082010582,0.749470899,0,0,0.027248677,0.001851852,0.139417989,2.493528435,1.7,18.125,185.9333333,40,8.672676282,0.016,NA,NA,38.7361111,703000508,0.063864433,1.71e-05,0.343899224,0.002386976,0.032232726,0.297814952,0.210138173,0.049646413,0.647120418848168,0.174869109947644,1.84971098265896,0.00186911467713063,19.1122315592904,5618.88888888889,9419.88430739889,4.85925925925926,2.29836024554657,119.943396226415,132.401838108078,303420,6357
"q[4]",1.049993537,0.003502119,0.191669887,0.675689682,0.915440147,1.049390742,1.18916137,1.404142323,2995.339071,1.000933633,4,"q","Bass-Patterson","Washburn",2451900,25,45.94,-91.63,76.08,10.67,5.18608353044444,2.42435074918517,NA,NA,NA,NA,NA,NA,NA,NA,132.352941176471,1542.75162620509,2473.38883730761,26.7451624925503,0.335209919663818,0.142792448960674,144.285714285714,12.4795631252989,1,0,1,1,0,0,0,0,0,1,0,1,1,3,2690.85979,3.963162,758209.0264,4711.039505,10.5,4.02,0.021484375,0.8515625,0,0.01171875,0,0,0.115234375,4.415117038,1.9,1,51,16.5,6.65,0.012,4,NA,12.68656716,703000202,0.060196478,0.000374379,0.675448482,0.010670434,0.022943877,0.074644147,0.022952882,0.132769321,2.07365439093484,0.269121813031161,4.13986013986014,0.00825014742984641,14.8691489361702,NA,NA,NA,NA,NA,NA,NA,NA
"q[5]",1.085137157,0.00482199,0.268326768,0.535710587,0.894639688,1.128166827,1.321707622,1.417595892,3096.530935,1.000076525,5,"q","Bearskin","Oneida",1523600,15,45.72,-89.68,161.87,7.92,9.457,3.54586472763227,8.31,0.876812408671318,0.24135,0.113773481092916,3.6966775,0.847612434142221,225.0991,2.25271492563971,61.9411764705882,1484.78059977,2396.67140169518,26.8140837042042,0.323982996163908,0.141180669464391,146.142857142857,11.3943816318881,1,0,1,1,1,0,1,0,0,1,0,0,1,3,2186.815457,7.243409,1629661.24,9803.853682,7.8,3.6,0.131991051,0.586129754,0.006711409,0,0,0,0.275167785,1.552840762,2.375,11.29,97.6,46.475,7.1,0.026,4,NA,27.11111111,707000109,0.025503847,0.000351213,0.57797172,0.010443379,0.011577204,0.000931757,0.016232782,0.356988099,5.08238276299113,0.728030788967287,7.68831168831169,0.0180763507803017,13.3360320454287,NA,NA,NA,NA,NA,NA,NA,NA
"q[6]",1.081134416,0.004953117,0.266773725,0.528289015,0.894298707,1.106695146,1.308142025,1.445734015,2900.874998,0.999733837,6,"q","Big Arbor Vitae","Vilas",1545600,9,45.91,-89.65,441.11,12.5,6.65136304057143,1.49420465847572,7.57,NA,43.1212,NA,13.394925,NA,19.58153,NA,63.1764705882353,1427.87276138281,2336.64040894455,26.05762913377,0.330405606335356,0.142946910223544,144,12.6188467823984,1,0,1,1,0,0,0,0,0,1,0,0,1,3,65.571884,0,4331578.087,13494.88662,12.3,5.4,0.200157604,0.569739953,0.003152088,0.017336485,0,0,0.209613869,1.674757025,3.3,15.37,109.35,51.225,7.735,0.041,4,NA,20.25,707000108,0.075695592,0.001003713,0.574319289,0.002320271,0.0082752,0.001090614,0.018494822,0.318800498,1.28697123519459,0.776831345826235,2.00990099009901,0.00444310273866057,14.3706759179024,NA,NA,NA,NA,NA,NA,NA,NA
"q[7]",1.143095342,0.003430426,0.191893578,0.744268843,1.008417913,1.15995236,1.292338442,1.445403052,3129.139276,0.999411018,7,"q","Big Crooked","Vilas",2338800,17,46.12,-89.68,276,10.36,3.960289805,2.28767193486179,NA,NA,NA,NA,NA,NA,NA,NA,86.0882352941177,1339.37813134761,2217.44751492043,25.3628773821244,0.337423077757908,0.138372905505826,150.685714285714,11.7617811490573,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1953.755837,28.314004,2692486.028,8038.932557,10.2,NA,0.091139241,0.705063291,0,0,0,0,0.203797468,4.244071034,3.35,5.185,38.25,14.70225,7.358333333,0.0185,4,NA,NA,705000201,0.05795126,6.37e-05,0.530356801,0.016239447,0.004555621,0.000323022,0.003844393,0.386665721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"q[8]",1.17160618,0.004396425,0.238355439,0.661186322,1.004459014,1.219931205,1.377371446,1.462007999,2939.346097,1.001428798,8,"q","Big","Vilas",2334700,6,46.14,-89.74,337.51,18.59,3.3625,0.481482086894206,NA,NA,NA,NA,NA,NA,NA,NA,120.176470588235,1377.69574057032,2273.26580061018,25.7913448777169,0.386643729522085,0.161149744640607,140.485714285714,12.3058365601603,1,0,1,1,1,0,1,0,0,1,1,0,1,3,143.840045,1.369425,3347132.85,15215.55438,18.3,NA,0.109765329,0.729750189,0,0,0,0,0.160484481,3.310660804,2.77625,18.775,123.14125,57.93925,7.558416667,0.031571429,4,NA,NA,705000201,0.05795126,6.37e-05,0.530356801,0.016239447,0.004555621,0.000323022,0.003844393,0.386665721,2.65333333333333,0.404432132963989,4.46153846153846,0.00734301493129899,16.3405594405594,NA,NA,NA,NA,NA,NA,NA,NA
"q[9]",1.192249422,0.004509221,0.252412676,0.565836356,1.053600191,1.264767723,1.398271831,1.448733842,3133.42542,0.999915407,9,"q","Big Muskellunge","Vilas",1835300,6,46.02,-89.62,376.36,21.34,6.352,2.32636411595434,NA,NA,NA,NA,NA,NA,NA,NA,131.088235294118,1296.53823131795,2180.85502359475,24.7482112720984,0.354863146899185,0.149222581627108,146.914285714286,12.3678221692456,1,0,1,1,1,0,1,0,0,1,1,0,1,3,165.280069,4.750125,3631625.991,16140.98149,21,7.8,0.085756898,0.725577927,0,0.003728561,0,0,0.184936614,4.514020575,4.716666667,6.11,50.66666667,20.3,7.876666667,0.008166667,4,NA,6.495726496,705000201,0.05795126,6.37e-05,0.530356801,0.016239447,0.004555621,0.000323022,0.003844393,0.386665721,1.85654885654886,0.780645161290323,3.41176470588235,0.00656697527924448,15.2285714285714,NA,NA,NA,NA,NA,NA,NA,NA
"q[10]",0.347809259,0.002169859,0.118975911,0.170128417,0.262710239,0.329534906,0.415738131,0.623559267,3006.456091,0.999823323,10,"q","Big Round","Polk",2627400,5,45.51,-92.3,410.76,5.18,2.37333333333333,1.21857840672373,NA,NA,NA,NA,NA,NA,NA,NA,56.7352941176471,1659.54991955407,2597.99766123531,27.9239989939408,0.341302142667028,0.141330668935835,143.342857142857,11.3291473567931,1,0,1,1,1,0,0,0,0,1,0,0,1,3,250.084029,0.042576,4102392.435,8567.570179,5.1,3,0.033783784,0.844594595,0,0.012387387,0.045045045,0,0.064189189,1.184096117,1.95,23.615,204.8954545,97.45,8.15625,0.027,NA,NA,68.29848483,703000507,0.050800101,4.21e-05,0.46311624,0.001538959,0.018794749,0.279022058,0.109822001,0.076863836,0.491743119266055,0.23302752293578,1.49450549450549,0.00115310670203878,19.2166758849558,13383.5277777778,18860.7500267257,4.02777777777778,2.50126951893418,188.84375,336.871192898471,481807,6043
"q[11]",0.900146859,0.00413088,0.23631005,0.479549826,0.724541378,0.884362489,1.068576884,1.386638808,3272.496494,0.999418712,11,"q","Big St Germain","Vilas",1591100,8,45.92,-89.53,654.38,12.8,2.976671304875,0.939530869973275,NA,NA,NA,NA,NA,NA,NA,NA,74.9705882352941,1407.98476220418,2312.77382546368,25.7003307905629,0.327511940251696,0.138744340725003,144.714285714286,12.5921811140916,1,0,1,1,1,0,1,0,1,1,1,0,1,3,190.83974,10.688806,6563022.921,12994.03043,12.6,6.3,0.107883817,0.538589212,0.038174274,0.002489627,0,0,0.312863071,1.802506155,2.263333333,9.865,84.54129193,35.445,7.679089027,0.043,4,NA,13.41925269,707000105,0.069134014,0.000903114,0.554106114,0.002744244,0.014973365,0.000828945,0.003717164,0.353593041,0.776119402985075,0.37910447761194,2.14754098360656,0.00178495827511306,19.4405405405405,73898.5333333333,173981.257435091,3.17333333333333,2.44086245491415,53.3636363636364,33.0764953623346,1108478,587
"q[12]",1.160296268,0.004065586,0.222856014,0.697568855,1.005758422,1.182925805,1.347565906,1.473939266,3004.708454,1.000429218,12,"q","Bony","Bayfield",2742500,6,46.31,-91.5,77.3,16.76,2.46,0.443395985547907,1.98,NA,0.6436,NA,21.22271,NA,36.54039,NA,147.617647058824,1494.24119255682,2413.07716778171,26.430425112895,0.381033965287178,0.138990539312851,146.628571428571,12.1922967828189,1,0,1,1,1,0,0,0,0,1,1,0,1,1,144.637785,6.950875,769771.7189,4030.558047,16.5,6.9,0.02484472,0.900621118,0,0.00621118,0,0,0.068322981,4.17946143,6.3,NA,113,55,7.8,NA,4,NA,16.37681159,703000101,0.058667964,1.21e-05,0.664386862,0.162917754,0.041490012,0.004845541,0.00309488,0.064584935,0.3125,0.125,NA,0.000924659914978753,15.2666666666667,8660.66666666667,1714.70386170129,1.56666666666667,0.152752523165195,9,2.64575131106459,25982,27
"q[13]",0.679272109,0.004392649,0.243023888,0.286166718,0.498822252,0.649674473,0.835872252,1.214782564,3060.870832,0.999707046,13,"q","Buckskin","Oneida",2272600,7,45.88,-89.94,256.57,6.71,7.23333333333333,3.11513509605389,NA,NA,NA,NA,NA,NA,NA,NA,65.9117647058823,1437.12172148857,2336.22271245783,26.3495547163691,0.312154182149237,0.137103375256968,149.542857142857,11.5792483174271,1,0,1,1,1,0,0,0,0,1,0,0,1,3,810.38756,28.437495,2596480.46,9893.179392,6.6,NA,0.040595399,0.585926928,0,0,0,0,0.373477673,1.403686745,3.6,NA,56,26,7.4,NA,4,NA,NA,705000302,0.02741658,5.17e-05,0.455477526,0.026198571,0.004064511,0.005180158,0.017009736,0.464601221,3.1264367816092,1.08925619834711,4.48669201520913,0.0109872802999702,12.0535925060226,22436,NA,1.9,NA,44,NA,22436,44
"q[14]",1.323791896,0.002022755,0.115078097,1.050028946,1.255183358,1.349522522,1.418261707,1.457348937,3236.672417,1.000495057,14,"q","Butternut","Forest",692400,28,45.91,-88.96,522.86,12.8,3.12847523228571,1.66958668905387,2.72,NA,0.1609,NA,13.16162,NA,86.54811,NA,94.0294117647059,1356.38098381543,2248.34661433064,25.0423493413723,0.333822180411831,0.138534053166543,146.828571428571,12.1980849853952,1,0,0,0,1,0,1,0,0,1,0,0,1,3,3249.666692,0,5043878.473,13130.25686,12.6,NA,0.133651551,0.505966587,0,0.00477327,0,0,0.355608592,3.699924206,4.85,9.6125,91.75,43.485,7.62,0.009,4,NA,NA,403010802,0.024046601,0.000105472,0.557508259,0.023324775,0.012810498,0.000277964,0.015857111,0.366069319,1.00594530321046,0.371498172959805,2.29577464788732,0.00288802931690127,18.8648968129572,963600,310246.353725551,0.3,0,9.4,5.85662018573853,4818000,47
"q[15]",1.137121758,0.004849034,0.253862806,0.59498123,0.955250663,1.179379522,1.361801803,1.456363776,2740.865419,1.001042938,15,"q","Butternut","Price",2283300,6,45.94,-90.53,407.12,9.75,3.97333333333333,1.30050246699753,NA,NA,NA,NA,NA,NA,NA,NA,105.352941176471,1495.12864341707,2405.34355145523,27.0099273258317,0.332340647523211,0.136320228511388,146.742857142857,11.6223487986138,1,0,1,1,1,0,1,1,0,1,0,0,1,3,14.278415,0,3978960.367,20495.67077,9.6,4.2,0.147558386,0.410828025,0.011677282,0.009023355,0.017515924,0.041401274,0.361995754,1.651170193,1.8,9.95,116.9053165,69,7.303727642,NA,2,NA,27.83459917,705000204,0.041109306,0,0.492901936,0.084172392,0.005386633,0.012692067,0.090838226,0.272899438,2,0.677494199535963,3.40131578947368,0.0076452163213306,12.1619462201326,NA,NA,NA,NA,NA,NA,NA,NA
"q[16]",1.113611865,0.003828152,0.21550671,0.694735471,0.951740902,1.122659002,1.289731199,1.458290029,3169.152567,1.000364473,16,"q","Cedar","St Croix",2615100,6,45.2,-92.55,447.99,8.53,2.145,2.21877593881551,NA,NA,NA,NA,NA,NA,NA,NA,113.588235294118,1826.88971298553,2807.22475089535,29.0071590107139,0.350107649626861,0.143760512351521,133.6,12.2743156032999,0,0,0,0,0,0,0,0,0,0,0,0,1,3,25.1006,8.561587,4533960.263,10730.28855,8.4,5.49,0.172190784,0.611156023,0,0.001616815,0.065481002,0.020210186,0.12934519,1.236553039,1.4,21,NA,50,9.2,0.068,NA,NA,NA,703000508,0.063864433,1.71e-05,0.343899224,0.002386976,0.032232726,0.297814952,0.210138173,0.049646413,2.41619318181818,0.241477272727273,5.29482071713147,0.00730948002294735,15.8694444444444,NA,NA,NA,NA,NA,NA,NA,NA
"q[17]",0.57318619,0.003378077,0.189531904,0.28282548,0.43390739,0.548491185,0.683250689,1.017935995,3147.93282,0.99923842,17,"q","Clear","Oneida",977500,6,45.87,-89.61,342.37,28.96,2.96,0.726636084983398,NA,NA,NA,NA,NA,NA,NA,NA,161,1339.2856835838,2244.56248535813,24.7639585080348,0.358829109855695,0.156760073541617,139.457142857143,12.0448740797336,1,0,1,1,0,0,1,0,1,1,1,1,1,3,391.01845,0,3534737.433,23624.62158,28.5,9.3,0.015990862,0.778983438,0.002284409,0.01027984,0,0,0.192461451,6.307379983,6.9,2.361,25.2,8.495,7.01,0.007,4,NA,2.709677419,707000108,0.075695592,0.001003713,0.574319289,0.002320271,0.0082752,0.001090614,0.018494822,0.318800498,1.17190082644628,0.439393939393939,2.30386740331492,0.00440138171908413,16.7722619047619,14813,14116.6797796082,1.83,0.0989949493661166,20.5,16.2634559672906,29626,41
"q[18]",0.908036112,0.004556672,0.253871681,0.455812571,0.718130809,0.897398779,1.091547932,1.426927264,3104.080101,1.002079438,18,"q","Crab","Vilas",2953500,5,46.2,-89.71,384.05,18.29,2.535,0.41,2.74,NA,0,NA,0.56315,NA,38.79299,NA,124.676470588235,1339.89327530269,2230.84854506002,25.289757927698,0.380624028868396,0.160699795129944,141.885714285714,12.2708919771941,1,0,1,1,1,0,1,0,0,1,1,0,1,3,2160.430309,3.971064,3678157.104,27509.39735,18,6.6,0.139570552,0.581288344,0,0,0,0,0.279141104,4.050327534,4.8,NA,51,21,6.9,NA,4,NA,7.727272727,402010103,0.028795382,0.000317119,0.677280914,0.002790644,0.003977574,0.000173157,0.000467121,0.28619809,2.93333333333333,0.885714285714286,5.11904761904762,0.00998207802145068,13.6430107526882,NA,NA,NA,NA,NA,NA,NA,NA
"q[19]",1.146620112,0.004731199,0.266732112,0.539017364,0.97227589,1.211271274,1.377128396,1.453058689,3178.397913,1.000285446,19,"q","Crescent","Oneida",1564200,5,45.58,-89.5,253.33,9.75,4.39197712425,0.86142732156261,NA,NA,NA,NA,NA,NA,NA,NA,49.8529411764706,1443.75982960266,2353.61044340254,26.0612224263121,0.314378631952245,0.139715046631361,144.971428571429,12.7059173668985,1,0,1,1,1,0,1,0,0,1,0,0,1,3,56.628124,12.736816,2493015.425,12128.41799,9.6,5.1,0.151006711,0.641778523,0.013422819,0,0,0.024328859,0.169463087,3.16259991,3.2,9.59,89.36666667,35.37,7.51,0.0205,4,NA,17.52287582,707000113,0.06977498,0.001433345,0.547770016,0.014505291,0.038051979,0.003140079,0.047935027,0.277389282,1.02492211838006,0.70404984423676,1.81481481481481,0.00400817254393759,14.4849557522124,NA,NA,NA,NA,NA,NA,NA,NA
"q[20]",0.381465352,0.002203915,0.121783485,0.187231632,0.292682201,0.367527962,0.454081561,0.663901089,3053.424497,0.999593857,20,"q","Crystal","Bayfield",2897300,6,46.25,-91.14,44.92,8.84,1.822,0.788460525327679,2.5,NA,19.1471,NA,15.470535,NA,1.22284,NA,74.4411764705882,1459.38393402792,2359.43498910891,26.3580383556015,0.343549191967757,0.145544800850106,151.057142857143,11.841956458842,1,0,1,0,0,0,1,0,0,1,0,1,1,3,4076.196797,4.292922,474591.9668,4165.814797,8.7,5.1,0.060606061,0.920745921,0,0,0,0,0.018648019,3.292507092,2.45,2,31,10,6.7,0.016,4,NA,6.078431373,401030206,0.035310757,0.000762575,0.736022242,0.03437179,0.006556636,0.053328601,0.010796509,0.122850889,NA,NA,NA,NA,NA,3485.75,3417.12943613983,4.275,3.18472918785884,32.75,31.8577567739266,13943,131
"q[21]",0.862712754,0.004704425,0.265655823,0.399872818,0.663694241,0.842843104,1.043337521,1.419408602,3188.787002,0.998943688,21,"q","Dam","Oneida",1596900,5,45.87,-89.39,301.09,9.75,3.26666666666667,0.321455025366432,NA,NA,NA,NA,NA,NA,NA,NA,75.2058823529412,1456.68642403524,2366.21180844632,26.4899342239216,0.330562755015193,0.140349832138224,144.914285714286,12.4885157328677,1,0,1,1,1,0,1,0,0,1,1,0,1,2,0,0,2962663.334,11657.77366,9.6,5.4,0.067580803,0.606268364,0.022526934,0,0,0,0.303623898,2.042817237,2.1,4.5,46.5,14.47,6.765,0.018,1,NA,8.611111111,707000104,0.044235568,0.000430392,0.423438934,0.002080227,0.011044161,0.005254367,0.036534629,0.476981724,4.02873563218391,1.19411764705882,5.85882352941176,0.0122345120824148,11.9925,NA,NA,NA,NA,NA,NA,NA,NA
"q[22]",0.251683841,0.001406384,0.080424068,0.12730452,0.193281307,0.241260633,0.296062059,0.440705305,3270.125018,1.000107604,22,"q","Diamond","Bayfield",2897100,6,46.26,-91.15,138,25.3,1.6525,1.19251484966296,1.66666666666667,1.43949065065854,26.1194333333333,15.080316198387,21.6920016666667,15.2819012031065,15.0173333333333,25.7326003927573,180.441176470588,1516.01803925237,2428.48290937841,26.5805204947466,0.435905478849701,0.150774565163666,139.057142857143,12.7231675142882,1,0,1,0,1,1,1,0,1,1,0,0,1,3,3340.666974,3.213844,1304593.475,7696.030875,24.9,9.9,0.059796438,0.756997455,0,0,0,0,0.183206107,2.55228746,2.7,NA,68,33,7.8,NA,4,NA,6.868686869,401030206,0.035310757,0.000762575,0.736022242,0.03437179,0.006556636,0.053328601,0.010796509,0.122850889,0.69377990430622,0.267942583732057,2.28125,0.00225914059729485,17.6356742179072,4465,4975.99502054056,5.81,2.43650478258417,178.8,124.882878463516,44650,1788
"q[23]",1.248419505,0.003940019,0.212065058,0.706531087,1.132055978,1.309993625,1.422597187,1.46500519,2896.953354,0.999921817,23,"q","Enterprise","Langlade",1579700,5,45.46,-89.23,203.15,8.23,2.8740346535,1.94810827214047,NA,NA,NA,NA,NA,NA,NA,NA,74.9411764705882,1489.02829642744,2397.04238943138,26.8899816121146,0.322857029163963,0.147461358038502,146.771428571429,12.5676655941903,1,0,1,1,1,0,1,0,0,1,0,0,1,3,2920.71329,0,2058818.091,9508.222269,8.4,3,0.141649049,0.492600423,0.005285412,0,0,0,0.360465116,1.643931089,1.2,NA,44,30,7,NA,4,NA,14.66666667,707000107,0.043572099,0.000581666,0.427058619,0.005589842,0.014790746,0.001252392,0.03870447,0.468450165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"q[24]",1.222883787,0.005043787,0.274167205,0.494633127,1.214278716,1.309925273,1.344806325,1.360352302,2954.727855,1.000251018,24,"q","Escanaba","Vilas",2339900,57,46.07,-89.57,118.57,7.92,7.70754098360656,3.85323528814324,NA,NA,NA,NA,NA,NA,NA,NA,48.8529411764706,1385.01599822184,2267.3822685903,26.018314541227,0.326019946809276,0.139480194443655,151.742857142857,12.3843897404635,1,0,1,1,1,0,0,0,0,1,0,1,1,3,1015.115781,85.948698,1225683.831,8134.686853,7.8,4.2,0.006858711,0.543209877,0,0,0,0,0.449931413,3.210061761,2.7,NA,50,20,7.3,NA,4,NA,11.9047619,705000201,0.05795126,6.37e-05,0.530356801,0.016239447,0.004555621,0.000323022,0.003844393,0.386665721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"q[25]",1.140079873,0.002971891,0.171882619,0.790847671,1.020338652,1.145422886,1.271128838,1.442479709,3345.016574,0.998866058,25,"q","Franklin","Forest",692900,8,45.92,-89,360.98,14.02,1.59159192833333,1.24341600730203,NA,NA,NA,NA,NA,NA,NA,NA,88.2352941176471,1360.05594288933,2249.05068019691,25.2012016626181,0.351014041021416,0.139076116581403,147.028571428571,11.723495047743,1,0,1,0,1,0,1,0,0,1,0,0,1,3,830.732886,24.410481,3396924.312,11202.04123,13.8,5.7,0.118473896,0.584337349,0.006024096,0,0,0,0.291164659,4.043382799,4.2,NA,42,22,7.1,NA,4,NA,7.368421053,403010802,0.024046601,0.000105472,0.557508259,0.023324775,0.012810498,0.000277964,0.015857111,0.366069319,0.306163021868787,0.11482254697286,1.8,0.00115356893383413,16.4563636363636,513077.777777778,750711.262013362,3.52666666666667,3.29809035655484,219.111111111111,236.253806553696,4617700,1972
"q[26]",0.810538277,0.004973886,0.282013805,0.348652717,0.593214904,0.778704349,0.99738424,1.405211376,3214.764369,0.999465554,26,"q","George","Oneida",1569600,5,45.6,-89.31,176.04,7.92,4.24,1.10130225944863,4.89,NA,0.8045,NA,3.26627,NA,55.76794,NA,85.2352941176471,1510.53323723611,2427.00454439737,27.3328845835656,0.326669980774964,0.150043874419318,144.628571428571,12.1366865191396,1,0,1,1,1,0,1,0,0,1,0,0,1,3,36.291486,13.065485,1791452.799,9779.287298,7.8,NA,0.189217759,0.432346723,0,0,0,0,0.378435518,0.91539305,1.8,7.15,63,22.11,6.945,0.02,1,NA,NA,707000107,0.043572099,0.000581666,0.427058619,0.005589842,0.014790746,0.001252392,0.03870447,0.468450165,1.17861482381531,0.326302729528536,2.85425101214575,0.00458986391096461,13.7655232826187,15493,NA,1.92,NA,30,NA,15493,30
"q[27]",1.336497844,0.003491005,0.192633453,0.741137476,1.283068889,1.412893735,1.466884223,1.483239408,3044.825356,1.000452253,27,"q","Grindstone","Sawyer",2391200,8,45.92,-91.39,1258.98,18.29,1.516,0.465650083217001,1.89,NA,2.2526,NA,16.07391,NA,131.16568,NA,111.882352941176,1456.97085412864,2380.15220254315,25.5885261157619,0.336509626214659,0.149178888369279,138.828571428571,11.8408210026504,1,0,1,1,1,0,1,0,0,1,1,0,1,3,37.475787,6.98879,12854440.65,18418.28481,18,9,0.124679323,0.619805028,0,0,0.023601847,0,0.231913802,4.189797465,3.6,NA,110,52,7.6,NA,3,NA,12.22222222,705000104,0.059256596,0.00028875,0.704744339,0.009837141,0.00746232,0.073933737,0.02583821,0.118638907,1.72002897500905,0.480260775081492,3.09331259720062,0.00483363349076953,17.0917779497026,1000,NA,7,NA,NA,NA,1000,0
"q[28]",0.500901159,0.002641224,0.143131904,0.267788778,0.395827501,0.482051954,0.585795866,0.827535522,2936.72014,1.000291772,28,"q","Half Moon","Polk",2621100,5,45.49,-92.41,234.31,18.29,0.994,0.49470193045914,0.855,0.544472221513642,57.924,32.311668630388,15.325725,16.8270978536422,12.46975,17.6348895694019,139,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,1,0,0,1,3,9.115575,0,2227153.656,8948.440842,18,7.5,0.178431373,0.614705882,0,0,0.06372549,0.000980392,0.142156863,4.237015287,9,NA,288.5789474,81,7.405263158,NA,NA,NA,38.47719299,703000508,0.063864433,1.71e-05,0.343899224,0.002386976,0.032232726,0.297814952,0.210138173,0.049646413,0.312977099236641,0.118320610687023,1.61904761904762,0.000800775606658502,18.213810483871,10932.0625,10589.4083402159,4.55625,2.71488950051379,188.9375,258.303043923218,174913,3023
"q[29]",0.426630453,0.002960676,0.163165902,0.180360451,0.310153178,0.396896589,0.517141793,0.809623905,3037.224953,1.000378103,29,"q","Jungle","Forest",377900,10,45.45,-88.82,73.65,4.27,10.946,3.65936879803061,NA,NA,NA,NA,NA,NA,NA,NA,28.1176470588235,1423.62624944139,2320.60448481388,27.1023031989435,0.339194052494232,0.162691292233992,150.457142857143,13.677682245053,1,0,1,0,1,0,0,0,0,1,0,1,1,3,1313.177822,4.902633,726469.0274,3484.176386,4.2,2.1,0.090909091,0.664935065,0,0,0,0,0.244155844,2.907834052,2.375,9.86,104.8,49.27333333,8.02,0.012,4,4,49.9047619,403020202,0.038111298,0.000200098,0.648599681,0.005986553,0.006583208,0.005464481,0.048178021,0.24687666,NA,NA,NA,NA,NA,4650.4,8192.58916948726,5.812,2.14026166624551,97,90.1581943031248,23252,485
"q[30]",0.720291163,0.004715605,0.248621592,0.317694256,0.539900631,0.691465659,0.872935051,1.284707618,2779.731664,0.999893923,30,"q","Katherine","Oneida",1543300,6,45.81,-89.69,238.77,9.14,5.435,3.5533411507106,NA,NA,NA,NA,NA,NA,NA,NA,24.5,1359.856434898,2248.38109073114,25.2580166493148,0.314340941850773,0.134502105539172,149.285714285714,11.2891708354184,1,0,1,1,0,0,1,0,0,1,0,0,1,3,0,0,2121475.062,17127.94017,9,4.8,0.137525916,0.772633034,0.00414651,0,0,0,0.08569454,4.567810639,4.108333334,4.005833333,36.9,12.30833333,7.267,0.05175,4,NA,7.6875,707000108,0.075695592,0.001003713,0.574319289,0.002320271,0.0082752,0.001090614,0.018494822,0.318800498,1.52941176470588,0.893048128342246,1.5,0.00587984978892839,13.0305194805195,18323,NA,1.9,NA,36,NA,18323,36
"q[31]",0.3330066,0.002315154,0.094296059,0.211625773,0.275227418,0.315705356,0.368828853,0.555784617,1658.927644,1.003449666,31,"q","Kentuck","Vilas",716800,29,45.99,-88.98,387.29,12.19,5.42220707826087,4.70141094319827,9.34,NA,14.3201,NA,22.228335,NA,0,NA,NA,1457.91392292359,2352.88030088556,26.2958525659388,0.327781180036428,0.133213588005301,149.314285714286,11.7317353126201,1,0,1,1,0,0,1,0,0,1,0,0,1,3,1566.031271,18.290858,4051525.244,10082.79866,12,3.9,0.082931533,0.637415622,0.009643202,0,0,0.014464802,0.255544841,1.55642691,0.6,NA,81,36,7.4,NA,1,NA,20.76923077,403010603,0.04671586,0.001084924,0.633726522,0.004947562,0.024950691,0.003701053,0.040834699,0.244038688,0.0151515151515152,0.0153846153846154,NA,2.16450216450216e-05,27.9,34490.5,777.110352524016,2.35,0.494974746830583,111,69.2964645562817,68981,222
